concurrency,trials,requests_per_trial,total_successes,total_failures,throughput_mean_per_s,throughput_ci95_per_s,client_mean_ms,client_mean_ci95_ms,client_p95_ms,client_p95_ci95_ms,client_p99_ms,client_p99_ci95_ms,internal_mean_ms,internal_mean_ci95_ms,internal_p95_ms,internal_p95_ci95_ms
1,5,1000,5000,0,253.5245885045102,2.699293652381712,3.9279510457999995,0.04182970791099611,4.82955083,0.18909466724496926,6.268857653999998,0.6561952991486417,2.765083239,0.028290991417934883,3.3504661899999997,0.12923138349175892
5,5,1000,5000,0,407.3952208397603,3.9687776261507532,12.229473362,0.11519523643608125,16.565032499999994,0.34741326689032825,23.677372699999996,2.096339048609666,8.7159291634,0.0870901759109251,12.035451089999995,0.3326218385642255
10,5,1000,5000,0,340.3676248048969,3.4108228768933992,29.292876161600002,0.29542380192313944,45.14425368999999,1.5290748541308194,57.96435157999999,2.9528186555310945,21.661180992800002,0.2751484748713356,36.65655695999999,1.4114613141166708
25,5,1000,5000,0,291.7246313979992,2.7845480152479425,85.1997402506,0.8318931303305821,155.40299352999997,3.9477071657332163,200.97284979799997,5.058435409230363,68.9947044598,0.8143902563652505,139.5705112,3.5456439101293182
50,5,1000,5000,0,343.35787068814636,4.301966161292396,144.1456786206,1.744237730148351,200.12294027999997,11.1912591116338,246.47630303199995,41.38322262338104,101.8082892804,1.9206892627943564,137.47928826999996,16.38629842106391
